Date,Image Name,Resolution,Size (bytes),Image Path,Brisque_Score,Quality_Assessment
03-05-2023,03-05-2023/100417299_2023-05-02_2.jpg,480 x 640,39961,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100417299_2023-05-02_2.jpg"")",12.766370388305717,Good quality and clarity
03-05-2023,03-05-2023/100417768_2023-05-02_2.jpg,480 x 1066,68903,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100417768_2023-05-02_2.jpg"")",28.847379692964495,Good quality and clarity
03-05-2023,03-05-2023/100418432_2023-05-02_2.jpg,480 x 640,26415,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100418432_2023-05-02_2.jpg"")",24.775307672089724,Good quality and clarity
03-05-2023,03-05-2023/100419067_2023-05-02_2.jpg,360 x 480,17122,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100419067_2023-05-02_2.jpg"")",14.631126486433658,Good quality and clarity
03-05-2023,03-05-2023/100419261_2023-05-02_2.jpg,480 x 640,50771,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100419261_2023-05-02_2.jpg"")",25.762918007830734,Good quality and clarity
03-05-2023,03-05-2023/100419855_2023-05-02_2.jpg,216 x 480,20169,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100419855_2023-05-02_2.jpg"")",22.33083840832373,Good quality and clarity
03-05-2023,03-05-2023/100420343_2023-05-02_2.jpg,480 x 640,49622,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100420343_2023-05-02_2.jpg"")",20.872735135866236,Good quality and clarity
03-05-2023,03-05-2023/100420496_2023-05-02_2.jpg,480 x 1061,68134,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100420496_2023-05-02_2.jpg"")",32.43812411780206,Poor quality and clarity
03-05-2023,03-05-2023/100421405_2023-05-02_2.jpg,480 x 640,50328,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100421405_2023-05-02_2.jpg"")",28.052123044358467,Good quality and clarity
03-05-2023,03-05-2023/100422256_2023-05-02_2.jpg,480 x 640,41329,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100422256_2023-05-02_2.jpg"")",41.2090669511642,Poor quality and clarity
03-05-2023,03-05-2023/100424896_2023-05-02_2.jpg,480 x 1066,36029,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100424896_2023-05-02_2.jpg"")",37.53145537375664,Poor quality and clarity
03-05-2023,03-05-2023/100425804_2023-05-02_2.jpg,480 x 960,49883,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100425804_2023-05-02_2.jpg"")",25.825731237915278,Good quality and clarity
03-05-2023,03-05-2023/100426399_2023-05-02_2.jpg,480 x 640,32518,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100426399_2023-05-02_2.jpg"")",19.453436576870416,Good quality and clarity
03-05-2023,03-05-2023/100427263_2023-05-02_2.jpg,480 x 640,44233,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100427263_2023-05-02_2.jpg"")",24.865410819425136,Good quality and clarity
03-05-2023,03-05-2023/100427710_2023-05-02_2.jpg,480 x 640,53216,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100427710_2023-05-02_2.jpg"")",19.092587019840124,Good quality and clarity
03-05-2023,03-05-2023/100427960_2023-05-02_2.jpg,480 x 640,27211,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100427960_2023-05-02_2.jpg"")",47.673352627342496,Poor quality and clarity
03-05-2023,03-05-2023/100428318_2023-05-02_2.jpg,480 x 640,35936,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100428318_2023-05-02_2.jpg"")",20.109141194721104,Good quality and clarity
03-05-2023,03-05-2023/100428850_2023-05-02_2.jpg,480 x 851,42686,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100428850_2023-05-02_2.jpg"")",28.43528066703945,Good quality and clarity
03-05-2023,03-05-2023/100430211_2023-05-02_2.jpg,480 x 637,72728,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100430211_2023-05-02_2.jpg"")",37.36444514756906,Poor quality and clarity
03-05-2023,03-05-2023/100431553_2023-05-02_2.jpg,480 x 1066,96853,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100431553_2023-05-02_2.jpg"")",18.184390672652256,Good quality and clarity
03-05-2023,03-05-2023/100431758_2023-05-02_2.jpg,480 x 638,61855,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100431758_2023-05-02_2.jpg"")",26.991940879023076,Good quality and clarity
03-05-2023,03-05-2023/100432361_2023-05-02_2.jpg,480 x 640,55619,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100432361_2023-05-02_2.jpg"")",18.65960124333023,Good quality and clarity
03-05-2023,03-05-2023/100435320_2023-05-02_2.jpg,480 x 640,51236,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100435320_2023-05-02_2.jpg"")",15.482753836093565,Good quality and clarity
03-05-2023,03-05-2023/100435371_2023-05-02_2.jpg,480 x 640,38038,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100435371_2023-05-02_2.jpg"")",14.77766536172416,Good quality and clarity
03-05-2023,03-05-2023/100435724_2023-05-02_2.jpg,480 x 637,43092,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100435724_2023-05-02_2.jpg"")",21.536755317536603,Good quality and clarity
03-05-2023,03-05-2023/100436261_2023-05-02_2.jpg,480 x 640,40642,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100436261_2023-05-02_2.jpg"")",22.435625244793272,Good quality and clarity
03-05-2023,03-05-2023/100437172_2023-05-02_2.jpg,480 x 1062,47691,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100437172_2023-05-02_2.jpg"")",16.78694670477759,Good quality and clarity
03-05-2023,03-05-2023/100438599_2023-05-02_2.jpg,270 x 480,12067,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100438599_2023-05-02_2.jpg"")",25.5733227294713,Good quality and clarity
03-05-2023,03-05-2023/100439038_2023-05-02_2.jpg,360 x 480,15861,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100439038_2023-05-02_2.jpg"")",37.80642603331759,Poor quality and clarity
03-05-2023,03-05-2023/100439055_2023-05-02_2.jpg,480 x 640,36910,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100439055_2023-05-02_2.jpg"")",16.497269489215768,Good quality and clarity
03-05-2023,03-05-2023/100440056_2023-05-02_2.jpg,480 x 1067,63110,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100440056_2023-05-02_2.jpg"")",14.004711874096728,Good quality and clarity
03-05-2023,03-05-2023/100440314_2023-05-02_2.jpg,480 x 853,35737,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100440314_2023-05-02_2.jpg"")",24.38427592206071,Good quality and clarity
03-05-2023,03-05-2023/100440436_2023-05-02_2.jpg,480 x 640,48576,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100440436_2023-05-02_2.jpg"")",16.28034346335116,Good quality and clarity
03-05-2023,03-05-2023/100440817_2023-05-02_2.jpg,480 x 640,6644,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100440817_2023-05-02_2.jpg"")",72.44938907158732,Poor quality and clarity
03-05-2023,03-05-2023/100442141_2023-05-02_2.jpg,480 x 1066,4868,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100442141_2023-05-02_2.jpg"")",102.45303050919878,Poor quality and clarity
03-05-2023,03-05-2023/100442978_2023-05-02_2.jpg,480 x 640,44759,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100442978_2023-05-02_2.jpg"")",25.047030393479616,Good quality and clarity
03-05-2023,03-05-2023/100442979_2023-05-02_2.jpg,480 x 851,44213,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100442979_2023-05-02_2.jpg"")",35.473193028699114,Poor quality and clarity
03-05-2023,03-05-2023/100443269_2023-05-02_2.jpg,480 x 640,54771,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100443269_2023-05-02_2.jpg"")",29.021583714647676,Good quality and clarity
03-05-2023,03-05-2023/100443725_2023-05-02_2.jpg,270 x 480,9369,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100443725_2023-05-02_2.jpg"")",51.84629782695842,Poor quality and clarity
03-05-2023,03-05-2023/100443727_2023-05-02_2.jpg,221 x 480,22673,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100443727_2023-05-02_2.jpg"")",23.248350612920234,Good quality and clarity
03-05-2023,03-05-2023/100444610_2023-05-02_2.jpg,480 x 480,45678,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100444610_2023-05-02_2.jpg"")",29.547663226594267,Good quality and clarity
03-05-2023,03-05-2023/100444618_2023-05-02_2.jpg,480 x 640,52500,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100444618_2023-05-02_2.jpg"")",26.965746764731847,Good quality and clarity
03-05-2023,03-05-2023/100445063_2023-05-02_2.jpg,480 x 852,60947,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100445063_2023-05-02_2.jpg"")",23.01446597721096,Good quality and clarity
03-05-2023,03-05-2023/100445962_2023-05-02_2.jpg,360 x 480,19540,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100445962_2023-05-02_2.jpg"")",41.11495185169221,Poor quality and clarity
03-05-2023,03-05-2023/100446040_2023-05-02_2.jpg,480 x 640,44045,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100446040_2023-05-02_2.jpg"")",20.75425696713259,Good quality and clarity
03-05-2023,03-05-2023/100446506_2023-05-02_2.jpg,360 x 480,1937,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100446506_2023-05-02_2.jpg"")",118.95929101492644,Poor quality and clarity
03-05-2023,03-05-2023/100446638_2023-05-02_2.jpg,215 x 480,14388,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100446638_2023-05-02_2.jpg"")",18.127209307060383,Good quality and clarity
03-05-2023,03-05-2023/100450084_2023-05-02_2.jpg,480 x 642,34247,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100450084_2023-05-02_2.jpg"")",31.423230389550298,Poor quality and clarity
03-05-2023,03-05-2023/100451727_2023-05-02_2.jpg,480 x 1052,49731,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100451727_2023-05-02_2.jpg"")",16.42984730300938,Good quality and clarity
03-05-2023,03-05-2023/100451731_2023-05-02_2.jpg,480 x 640,4853,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100451731_2023-05-02_2.jpg"")",82.84522828098463,Poor quality and clarity
03-05-2023,03-05-2023/100452064_2023-05-02_2.jpg,360 x 480,29066,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100452064_2023-05-02_2.jpg"")",7.574083476402251,Good quality and clarity
03-05-2023,03-05-2023/100452601_2023-05-02_2.jpg,360 x 480,30072,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100452601_2023-05-02_2.jpg"")",20.7861134270141,Good quality and clarity
03-05-2023,03-05-2023/100452610_2023-05-02_2.jpg,480 x 640,32727,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100452610_2023-05-02_2.jpg"")",19.192374324252654,Good quality and clarity
03-05-2023,03-05-2023/100453375_2023-05-02_2.jpg,356 x 480,31897,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100453375_2023-05-02_2.jpg"")",19.117396270548596,Good quality and clarity
03-05-2023,03-05-2023/100453389_2023-05-02_2.jpg,480 x 640,29659,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100453389_2023-05-02_2.jpg"")",27.036091861663607,Good quality and clarity
03-05-2023,03-05-2023/100453516_2023-05-02_2.jpg,480 x 640,24358,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100453516_2023-05-02_2.jpg"")",32.41544405024794,Poor quality and clarity
03-05-2023,03-05-2023/100453666_2023-05-02_2.jpg,480 x 640,49522,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100453666_2023-05-02_2.jpg"")",19.963353880048743,Good quality and clarity
03-05-2023,03-05-2023/100453668_2023-05-02_2.jpg,480 x 647,36064,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100453668_2023-05-02_2.jpg"")",28.485175648417197,Good quality and clarity
03-05-2023,03-05-2023/100454755_2023-05-02_2.jpg,480 x 640,29701,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100454755_2023-05-02_2.jpg"")",32.9545606922629,Poor quality and clarity
03-05-2023,03-05-2023/100454758_2023-05-02_2.jpg,480 x 1068,70387,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100454758_2023-05-02_2.jpg"")",32.10773737579504,Poor quality and clarity
03-05-2023,03-05-2023/100454944_2023-05-02_2.jpg,360 x 480,28215,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100454944_2023-05-02_2.jpg"")",23.50118246170743,Good quality and clarity
03-05-2023,03-05-2023/100455302_2023-05-02_2.jpg,480 x 851,42447,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100455302_2023-05-02_2.jpg"")",32.900735587964476,Poor quality and clarity
03-05-2023,03-05-2023/100455409_2023-05-02_2.jpg,480 x 640,52454,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100455409_2023-05-02_2.jpg"")",18.15144780953537,Good quality and clarity
03-05-2023,03-05-2023/100455759_2023-05-02_2.jpg,480 x 640,49309,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100455759_2023-05-02_2.jpg"")",27.294304299941672,Good quality and clarity
03-05-2023,03-05-2023/100455789_2023-05-02_2.jpg,480 x 640,46741,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100455789_2023-05-02_2.jpg"")",42.65609149094095,Poor quality and clarity
03-05-2023,03-05-2023/100455943_2023-05-02_2.jpg,480 x 640,11194,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100455943_2023-05-02_2.jpg"")",64.17554277518443,Poor quality and clarity
03-05-2023,03-05-2023/100455954_2023-05-02_2.jpg,480 x 1024,57715,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100455954_2023-05-02_2.jpg"")",16.842747620983545,Good quality and clarity
03-05-2023,03-05-2023/100456295_2023-05-02_2.jpg,480 x 640,3372,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100456295_2023-05-02_2.jpg"")",105.05409693297591,Poor quality and clarity
03-05-2023,03-05-2023/100458330_2023-05-02_2.jpg,360 x 480,33605,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100458330_2023-05-02_2.jpg"")",25.64357871229774,Good quality and clarity
03-05-2023,03-05-2023/100458477_2023-05-02_2.jpg,480 x 640,53250,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100458477_2023-05-02_2.jpg"")",33.460873615449685,Poor quality and clarity
03-05-2023,03-05-2023/100458749_2023-05-02_2.jpg,480 x 640,35050,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100458749_2023-05-02_2.jpg"")",20.337168028293917,Good quality and clarity
03-05-2023,03-05-2023/100458767_2023-05-02_2.jpg,480 x 1063,79433,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100458767_2023-05-02_2.jpg"")",11.920513290593334,Good quality and clarity
03-05-2023,03-05-2023/100459004_2023-05-02_2.jpg,360 x 480,35681,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100459004_2023-05-02_2.jpg"")",29.533730677887064,Good quality and clarity
03-05-2023,03-05-2023/100459229_2023-05-02_2.jpg,480 x 639,39707,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100459229_2023-05-02_2.jpg"")",13.036247097570794,Good quality and clarity
03-05-2023,03-05-2023/100459608_2023-05-02_2.jpg,480 x 640,28891,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100459608_2023-05-02_2.jpg"")",19.702819275693827,Good quality and clarity
03-05-2023,03-05-2023/100459790_2023-05-02_2.jpg,360 x 480,19406,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100459790_2023-05-02_2.jpg"")",16.465856831655373,Good quality and clarity
03-05-2023,03-05-2023/100460544_2023-05-02_2.jpg,480 x 1062,70547,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100460544_2023-05-02_2.jpg"")",21.78746448405215,Good quality and clarity
03-05-2023,03-05-2023/100460814_2023-05-02_2.jpg,480 x 640,44811,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100460814_2023-05-02_2.jpg"")",42.857831781721046,Poor quality and clarity
03-05-2023,03-05-2023/100460819_2023-05-02_2.jpg,480 x 640,50894,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100460819_2023-05-02_2.jpg"")",24.071922522660856,Good quality and clarity
03-05-2023,03-05-2023/100461449_2023-05-02_2.jpg,360 x 480,29580,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100461449_2023-05-02_2.jpg"")",25.310310381193148,Good quality and clarity
03-05-2023,03-05-2023/100462349_2023-05-02_2.jpg,480 x 640,38968,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100462349_2023-05-02_2.jpg"")",17.874483519603217,Good quality and clarity
03-05-2023,03-05-2023/100462998_2023-05-02_2.jpg,480 x 640,34741,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100462998_2023-05-02_2.jpg"")",18.523413880530228,Good quality and clarity
03-05-2023,03-05-2023/100463001_2023-05-02_2.jpg,480 x 640,30479,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100463001_2023-05-02_2.jpg"")",27.283676926910374,Good quality and clarity
03-05-2023,03-05-2023/100463838_2023-05-02_2.jpg,480 x 851,44533,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100463838_2023-05-02_2.jpg"")",24.81686260231365,Good quality and clarity
03-05-2023,03-05-2023/100463846_2023-05-02_2.jpg,360 x 480,35728,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100463846_2023-05-02_2.jpg"")",29.007319845583623,Good quality and clarity
03-05-2023,03-05-2023/100463848_2023-05-02_2.jpg,480 x 1022,55252,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100463848_2023-05-02_2.jpg"")",18.888290954547045,Good quality and clarity
03-05-2023,03-05-2023/100463852_2023-05-02_2.jpg,480 x 851,53483,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100463852_2023-05-02_2.jpg"")",35.36655090053293,Poor quality and clarity
03-05-2023,03-05-2023/100464318_2023-05-02_2.jpg,215 x 480,14533,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100464318_2023-05-02_2.jpg"")",13.128321411234396,Good quality and clarity
03-05-2023,03-05-2023/100464733_2023-05-02_2.jpg,480 x 640,12480,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100464733_2023-05-02_2.jpg"")",60.46055907098784,Poor quality and clarity
03-05-2023,03-05-2023/100466028_2023-05-02_2.jpg,270 x 480,27101,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100466028_2023-05-02_2.jpg"")",20.552542638998005,Good quality and clarity
03-05-2023,03-05-2023/100466699_2023-05-02_2.jpg,480 x 640,50544,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100466699_2023-05-02_2.jpg"")",20.98937839060474,Good quality and clarity
03-05-2023,03-05-2023/100468508_2023-05-02_2.jpg,360 x 480,20911,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100468508_2023-05-02_2.jpg"")",25.92333485038111,Good quality and clarity
03-05-2023,03-05-2023/100468517_2023-05-02_2.jpg,360 x 480,16996,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100468517_2023-05-02_2.jpg"")",22.586420024433863,Good quality and clarity
03-05-2023,03-05-2023/100468900_2023-05-02_2.jpg,480 x 640,35454,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100468900_2023-05-02_2.jpg"")",17.42309058417524,Good quality and clarity
03-05-2023,03-05-2023/100469284_2023-05-02_2.jpg,480 x 640,40589,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100469284_2023-05-02_2.jpg"")",42.40117459857274,Poor quality and clarity
03-05-2023,03-05-2023/100469285_2023-05-02_2.jpg,480 x 640,49479,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100469285_2023-05-02_2.jpg"")",32.48112257304112,Poor quality and clarity
03-05-2023,03-05-2023/100469484_2023-05-02_2.jpg,359 x 480,30939,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100469484_2023-05-02_2.jpg"")",19.574103501721396,Good quality and clarity
03-05-2023,03-05-2023/100469731_2023-05-02_2.jpg,480 x 640,44049,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100469731_2023-05-02_2.jpg"")",20.634253710537763,Good quality and clarity
03-05-2023,03-05-2023/100470664_2023-05-02_2.jpg,480 x 640,33789,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100470664_2023-05-02_2.jpg"")",26.207294466594448,Good quality and clarity
03-05-2023,03-05-2023/100470678_2023-05-02_2.jpg,360 x 480,33881,"=HYPERLINK(""https://bnlwestgunileveraf01073.blob.core.windows.net/ba-grooming-metrices-fl-inputs/03-05-2023/100470678_2023-05-02_2.jpg"")",28.1918430087039,Good quality and clarity
